AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving;parametergroep
259;Golfperiode bepaald uit de spectrale momenten m0 en m2 verwacht Oppervlaktewater golffrequentie tussen 30 en 500 mHz in s;s;seconde;Tm02V;Golfperiode bepaald uit de spectrale momenten m0 en m2 verwacht;F003-050;golffrequentie tussen 30 en 500 mHz;NVT;Waarde is niet van toepassing;physics
257;Maximale golfperiode in het tijdsdomein Oppervlaktewater s;s;seconde;Tmax;Maximale golfperiode in het tijdsdomein;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;physics
363;Verzadigingsgraad zuurstof in Oppervlaktewater %;%;procent;VERZDGGD;Verzadigingsgraad;NVT;Niet van toepassing;O2;zuurstof;eutrophication
94;Waterhoogte berekend Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTBRKD;Waterhoogte berekend;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
196;Waterhoogte berekend Oppervlaktewater t.o.v. Mean Sea Level in cm;cm;centimeter;WATHTBRKD;Waterhoogte berekend;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;physics
152;Waterhoogte Oppervlaktewater t.o.v. Mean Sea Level in cm;cm;centimeter;WATHTE;Waterhoogte;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;physics
322;Waterhoogte Oppervlaktewater t.o.v. plaatselijk referentievlak in cm;cm;centimeter;WATHTE;Waterhoogte;PLAATSLR;t.o.v. plaatselijk referentievlak;NVT;Waarde is niet van toepassing;physics
325;Waterhoogte Oppervlaktewater t.o.v. Tweede Algemene Waterpassing in cm;cm;centimeter;WATHTE;Waterhoogte;TAW;t.o.v. Tweede Algemene Waterpassing;NVT;Waarde is niet van toepassing;physics
329;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTE;Waterhoogte;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
324;Waterhoogte astronomisch Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTEASTRO;Waterhoogte astronomisch;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
199;Waterhoogte verwacht Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;cm;centimeter;WATHTEVERWACHT;Waterhoogte verwacht;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;physics
142;Windrichting Lucht t.o.v. ware Noorden in graad;graad;graad;WINDRTG;Windrichting;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;meteo
447;Windrichting verwacht Lucht t.o.v. ware Noorden in graad;graad;graad;WINDRTGVERWACHT;Windrichting verwacht;WARNDN;t.o.v. ware Noorden;NVT;Waarde is niet van toepassing;meteo
146;Windsnelheid Lucht t.o.v. Mean Sea Level in m/s;m/s;meter per seconde;WINDSHD;Windsnelheid;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
441;Windsnelheid Lucht m/s;m/s;meter per seconde;WINDSHD;Windsnelheid;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
153;Windsnelheid verwacht Lucht m/s;m/s;meter per seconde;WINDSHDVERWACHT;Windsnelheid verwacht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
200;Windsnelheid verwacht Lucht t.o.v. Mean Sea Level in m/s;m/s;meter per seconde;WINDSHDVERWACHT;Windsnelheid verwacht;MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
252;"Maximale 3"" windstoot in de afgelopen 10 minuten Lucht t.o.v. Mean Sea Level in m/s";m/s;meter per seconde;WINDSTOOT;"Maximale 3"" windstoot in de afgelopen 10 minuten";MSL;t.o.v. Mean Sea Level;NVT;Waarde is niet van toepassing;meteo
392;"Maximale 3"" windstoot in de afgelopen 10 minuten Lucht m/s";m/s;meter per seconde;WINDSTOOT;"Maximale 3"" windstoot in de afgelopen 10 minuten";NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;meteo
278;Doorzicht Oppervlaktewater dm;dm;decimeter;ZICHT;Doorzicht;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing;light
135;Meteorologisch zicht Lucht t.o.v. Normaal Amsterdams Peil in m;m;meter;ZICHTMETEO;Meteorologisch zicht;NAP;t.o.v. Normaal Amsterdams Peil;NVT;Waarde is niet van toepassing;meteo
